fips,county,pop_total,pop_margin,male_total,male_error,female_total,female_error
13157,"Jackson County, Georgia",25806,747,13713,570,12093,485
13159,"Jasper County, Georgia",5629,366,2847,241,2782,230
13161,"Jeff Davis County, Georgia",5613,419,3384,251,2229,308
13163,"Jefferson County, Georgia",5155,350,2609,243,2546,227
13165,"Jenkins County, Georgia",3081,361,1681,296,1400,230
13167,"Johnson County, Georgia",3803,268,2367,225,1436,152
13169,"Jones County, Georgia",11766,526,5806,360,5960,317
13171,"Lamar County, Georgia",7039,392,3666,254,3373,297
13173,"Lanier County, Georgia",3504,393,1983,239,1521,241
13175,"Laurens County, Georgia",16814,703,8625,468,8189,440
13177,"Lee County, Georgia",12938,665,6504,507,6434,382
13179,"Liberty County, Georgia",27995,693,16745,443,11250,496
13181,"Lincoln County, Georgia",3177,201,1558,135,1619,112
13183,"Long County, Georgia",6319,496,3701,333,2618,321
13185,"Lowndes County, Georgia",47155,980,24904,660,22251,672
13187,"Lumpkin County, Georgia",13894,678,7127,493,6767,484
13189,"McDuffie County, Georgia",7964,409,4136,292,3828,282
13191,"McIntosh County, Georgia",5066,588,2630,415,2436,344
13193,"Macon County, Georgia",4201,339,2311,252,1890,236
13195,"Madison County, Georgia",11598,530,6111,298,5487,384
13197,"Marion County, Georgia",3282,312,2029,244,1253,154
13199,"Meriwether County, Georgia",7503,388,3985,236,3518,301
13201,"Miller County, Georgia",2318,141,1343,97,975,112
13205,"Mitchell County, Georgia",7574,496,3968,299,3606,378
13207,"Monroe County, Georgia",10534,539,5457,412,5077,385
13209,"Montgomery County, Georgia",3229,272,1759,232,1470,135
13211,"Morgan County, Georgia",7531,404,3876,226,3655,296
13213,"Murray County, Georgia",15326,579,8481,365,6845,411
13215,"Muscogee County, Georgia",85276,1496,45803,996,39473,912
13217,"Newton County, Georgia",41962,1146,20501,766,21461,861
13219,"Oconee County, Georgia",15574,415,8435,252,7139,327
13221,"Oglethorpe County, Georgia",6264,359,3124,215,3140,242
13223,"Paulding County, Georgia",66521,1357,35420,737,31101,1145
13225,"Peach County, Georgia",11292,469,6179,363,5113,330
13227,"Pickens County, Georgia",12144,534,6749,391,5395,314
13229,"Pierce County, Georgia",7264,350,4122,257,3142,269
13231,"Pike County, Georgia",7375,317,3854,223,3521,230
13233,"Polk County, Georgia",15599,673,8519,437,7080,412
13235,"Pulaski County, Georgia",4096,384,2132,337,1964,281
13237,"Putnam County, Georgia",8780,563,4482,451,4298,374
13239,"Quitman County, Georgia",705,126,352,81,353,95
13241,"Rabun County, Georgia",6126,387,3406,262,2720,261
13243,"Randolph County, Georgia",2337,290,1172,179,1165,204
13245,"Richmond County, Georgia",80828,1549,40491,1041,40337,999
13247,"Rockdale County, Georgia",36418,889,18071,622,18347,598
13249,"Schley County, Georgia",1945,125,1110,105,835,98
13251,"Screven County, Georgia",5183,297,2528,213,2655,194
13253,"Seminole County, Georgia",2985,171,1615,137,1370,123
13255,"Spalding County, Georgia",22962,882,11290,555,11672,677
13257,"Stephens County, Georgia",10236,619,5189,399,5047,384
13259,"Stewart County, Georgia",1560,193,757,141,803,111
13261,"Sumter County, Georgia",11621,587,5930,345,5691,430
13263,"Talbot County, Georgia",2358,193,1006,137,1352,118
13265,"Taliaferro County, Georgia",558,76,277,63,281,59
13267,"Tattnall County, Georgia",7396,540,3891,428,3505,286
13269,"Taylor County, Georgia",2837,221,1282,173,1555,150
13271,"Telfair County, Georgia",4265,403,2086,363,2179,241
13273,"Terrell County, Georgia",3079,245,1455,180,1624,153
13275,"Thomas County, Georgia",16235,755,8152,538,8083,410
13277,"Tift County, Georgia",15283,659,7925,475,7358,428
13279,"Toombs County, Georgia",10590,491,5698,311,4892,364
13281,"Towns County, Georgia",3562,289,1655,203,1907,208
13283,"Treutlen County, Georgia",2449,260,1153,181,1296,210
13285,"Troup County, Georgia",26985,877,13628,524,13357,545
13287,"Turner County, Georgia",2750,252,1448,199,1302,160
13289,"Twiggs County, Georgia",2501,289,1377,206,1124,159
13291,"Union County, Georgia",7089,585,3601,366,3488,446
13293,"Upson County, Georgia",9408,473,4835,278,4573,334
13295,"Walker County, Georgia",27281,764,14382,576,12899,485
13297,"Walton County, Georgia",36389,888,19176,551,17213,637
13299,"Ware County, Georgia",12867,666,6658,416,6209,390
13301,"Warren County, Georgia",1894,189,984,118,910,134
13303,"Washington County, Georgia",7118,299,3330,235,3788,235
13305,"Wayne County, Georgia",10640,643,5719,409,4921,394
13307,"Webster County, Georgia",1162,130,614,119,548,106
13309,"Wheeler County, Georgia",1361,852,634,507,727,371
13311,"White County, Georgia",11236,614,6075,436,5161,399
13313,"Whitfield County, Georgia",43916,844,24795,653,19121,635
13315,"Wilcox County, Georgia",2410,219,1268,182,1142,116
13317,"Wilkes County, Georgia",3760,305,2004,195,1756,189
13319,"Wilkinson County, Georgia",3114,183,1713,117,1401,141
13321,"Worth County, Georgia",8344,497,4362,295,3982,305
15001,"Hawaii County, Hawaii",79289,1712,40712,1239,38577,939
15003,"Honolulu County, Hawaii",480392,2651,265744,1857,214648,1780
15005,"Kalawao County, Hawaii",55,18,25,11,30,12
15007,"Kauai County, Hawaii",31686,540,16517,421,15169,412
15009,"Maui County, Hawaii",77035,1095,39635,754,37400,773
16001,"Ada County, Idaho",192560,1916,103934,1253,88626,1671
16003,"Adams County, Idaho",1499,133,770,94,729,95
16005,"Bannock County, Idaho",36629,711,19522,608,17107,499
16007,"Bear Lake County, Idaho",2440,124,1361,94,1079,89
16009,"Benewah County, Idaho",3537,183,1854,105,1683,142
16011,"Bingham County, Idaho",18644,485,10250,315,8394,382
16013,"Blaine County, Idaho",11532,396,6259,273,5273,288
16015,"Boise County, Idaho",2681,247,1463,167,1218,141
16017,"Bonner County, Idaho",15718,587,8130,393,7588,387
16019,"Bonneville County, Idaho",46114,768,25396,540,20718,626
16021,"Boundary County, Idaho",3699,328,2158,215,1541,186
16023,"Butte County, Idaho",1025,97,617,72,408,67
16025,"Camas County, Idaho",508,77,288,58,220,44
16027,"Canyon County, Idaho",77590,1287,42097,905,35493,1010
16029,"Caribou County, Idaho",3027,149,1827,105,1200,107
16031,"Cassia County, Idaho",9161,411,5564,260,3597,277
16033,"Clark County, Idaho",366,95,227,68,139,46
16035,"Clearwater County, Idaho",2826,339,1510,262,1316,127
16037,"Custer County, Idaho",1606,177,892,128,714,124
16039,"Elmore County, Idaho",11712,442,6905,313,4807,283
16041,"Franklin County, Idaho",5114,249,3075,159,2039,182
16043,"Fremont County, Idaho",5389,360,3060,263,2329,216
16045,"Gem County, Idaho",6130,353,3238,250,2892,217
16047,"Gooding County, Idaho",6378,303,3765,193,2613,229
16049,"Idaho County, Idaho",6200,275,3327,199,2873,213
16051,"Jefferson County, Idaho",10911,427,6355,273,4556,283
16053,"Jerome County, Idaho",9182,434,5499,289,3683,286
16055,"Kootenai County, Idaho",61548,1328,32767,674,28781,942
16057,"Latah County, Idaho",17807,673,9432,489,8375,387
16059,"Lemhi County, Idaho",3340,274,1827,169,1513,174
16061,"Lewis County, Idaho",1524,72,813,62,711,42
16063,"Lincoln County, Idaho",2193,100,1279,75,914,78
16065,"Madison County, Idaho",15583,576,9144,424,6439,453
16067,"Minidoka County, Idaho",8806,298,5196,209,3610,222
16069,"Nez Perce County, Idaho",18413,470,9451,323,8962,349
16071,"Oneida County, Idaho",1810,109,1048,79,762,74
16073,"Owyhee County, Idaho",4094,221,2415,145,1679,168
16075,"Payette County, Idaho",9080,391,5044,292,4036,237
16077,"Power County, Idaho",3152,224,1998,113,1154,184
16079,"Shoshone County, Idaho",4546,270,2306,199,2240,170
16081,"Teton County, Idaho",4820,290,2597,207,2223,203
16083,"Twin Falls County, Idaho",34533,687,18797,543,15736,506
16085,"Valley County, Idaho",4315,331,2164,253,2151,190
16087,"Washington County, Idaho",3683,171,2132,129,1551,125
17001,"Adams County, Illinois",31855,609,16590,391,15265,463
17003,"Alexander County, Illinois",2452,200,1246,154,1206,123
17005,"Bond County, Illinois",7208,397,3627,241,3581,247
17007,"Boone County, Illinois",23995,848,13209,477,10786,566
17009,"Brown County, Illinois",2764,307,1560,286,1204,113
17011,"Bureau County, Illinois",15988,348,8395,247,7593,258
17013,"Calhoun County, Illinois",2174,109,1197,66,977,70
17015,"Carroll County, Illinois",6921,216,3652,137,3269,144
17017,"Cass County, Illinois",5973,218,3348,163,2625,162
17019,"Champaign County, Illinois",99633,1366,51381,917,48252,935
17021,"Christian County, Illinois",15233,536,7912,408,7321,289
17023,"Clark County, Illinois",7384,281,4049,188,3335,180
17025,"Clay County, Illinois",6139,242,3259,215,2880,170
17027,"Clinton County, Illinois",18728,525,9614,355,9114,290
17029,"Coles County, Illinois",24309,749,12181,549,12128,486
17031,"Cook County, Illinois",2383016,5547,1237298,4288,1145718,3870
17033,"Crawford County, Illinois",8242,308,4435,210,3807,205
17035,"Cumberland County, Illinois",4841,256,2572,160,2269,155
17037,"DeKalb County, Illinois",50125,1064,25817,660,24308,765
17039,"De Witt County, Illinois",7898,252,4058,206,3840,159
17041,"Douglas County, Illinois",9314,299,4979,176,4335,207
17043,"DuPage County, Illinois",465327,2265,249248,1421,216079,1804
17045,"Edgar County, Illinois",7548,332,4111,201,3437,242
17047,"Edwards County, Illinois",2759,130,1452,97,1307,87
17049,"Effingham County, Illinois",16983,351,9035,225,7948,260
17051,"Fayette County, Illinois",8971,320,4937,247,4034,211
17053,"Ford County, Illinois",6125,212,3222,151,2903,133
17055,"Franklin County, Illinois",14931,403,8056,321,6875,246
17057,"Fulton County, Illinois",14914,449,7743,286,7171,304
17059,"Gallatin County, Illinois",2187,112,1191,80,996,83
17061,"Greene County, Illinois",5939,237,3176,154,2763,151
17063,"Grundy County, Illinois",23160,563,12293,379,10867,474
17065,"Hamilton County, Illinois",3401,174,1949,115,1452,137
17067,"Hancock County, Illinois",8561,232,4668,156,3893,180
17069,"Hardin County, Illinois",1390,142,714,95,676,89
17071,"Henderson County, Illinois",3360,163,1799,104,1561,103
17073,"Henry County, Illinois",23296,448,12446,310,10850,370
17075,"Iroquois County, Illinois",13250,324,6730,223,6520,220
17077,"Jackson County, Illinois",25182,849,12543,580,12639,652
17079,"Jasper County, Illinois",4692,192,2595,127,2097,126
17081,"Jefferson County, Illinois",16151,474,8568,396,7583,244
17083,"Jersey County, Illinois",10179,415,5035,254,5144,286
17085,"Jo Daviess County, Illinois",10999,298,5799,229,5200,215
17087,"Johnson County, Illinois",4054,262,2115,205,1939,125
17089,"Kane County, Illinois",245661,2056,134645,1397,111016,1362
17091,"Kankakee County, Illinois",48630,998,24680,621,23950,650
17093,"Kendall County, Illinois",58464,1207,31211,902,27253,844
17095,"Knox County, Illinois",21341,678,10945,525,10396,330
17097,"Lake County, Illinois",340095,2243,185820,1460,154275,1390
17099,"LaSalle County, Illinois",50145,823,26100,574,24045,514
17101,"Lawrence County, Illinois",4139,1200,1496,966,2643,299
17103,"Lee County, Illinois",15463,395,8124,329,7339,302
17105,"Livingston County, Illinois",15780,636,8428,447,7352,303
17107,"Logan County, Illinois",10952,967,5387,867,5565,370
17109,"McDonough County, Illinois",14082,522,7168,354,6914,360
17111,"McHenry County, Illinois",152672,1418,82058,979,70614,1085
17113,"McLean County, Illinois",88443,1195,45097,799,43346,837
17115,"Macon County, Illinois",47824,839,24178,589,23646,463
17117,"Macoupin County, Illinois",21108,547,10904,343,10204,375
17119,"Madison County, Illinois",122848,1718,64190,879,58658,1285
17121,"Marion County, Illinois",16377,410,8449,266,7928,299
17123,"Marshall County, Illinois",5526,185,2980,121,2546,128
17125,"Mason County, Illinois",5957,239,3116,176,2841,191
17127,"Massac County, Illinois",5771,274,2921,190,2850,189
17129,"Menard County, Illinois",6178,218,3078,138,3100,150
17131,"Mercer County, Illinois",7574,221,4108,151,3466,146
17133,"Monroe County, Illinois",16674,592,8698,309,7976,404
17135,"Montgomery County, Illinois",9841,856,4234,833,5607,244
17137,"Morgan County, Illinois",16154,461,8061,306,8093,287
17139,"Moultrie County, Illinois",6552,260,3505,189,3047,194
17141,"Ogle County, Illinois",24550,626,13100,416,11450,405
17143,"Peoria County, Illinois",83588,995,42833,646,40755,824
17145,"Perry County, Illinois",8208,403,4622,299,3586,210
17147,"Piatt County, Illinois",8198,211,4404,158,3794,158
17149,"Pike County, Illinois",7080,245,3831,162,3249,172
17151,"Pope County, Illinois",1485,137,774,90,711,110
17153,"Pulaski County, Illinois",2048,156,996,106,1052,92
17155,"Putnam County, Illinois",2642,138,1519,95,1123,113
17157,"Randolph County, Illinois",13695,418,7439,393,6256,209
17159,"Richland County, Illinois",7060,282,3908,170,3152,183
17161,"Rock Island County, Illinois",66898,953,34257,587,32641,626
17163,"St. Clair County, Illinois",118398,1554,59485,951,58913,1014
17165,"Saline County, Illinois",8913,469,4790,296,4123,306
17167,"Sangamon County, Illinois",95883,975,48097,659,47786,745
17169,"Schuyler County, Illinois",3117,208,1699,187,1418,123
17171,"Scott County, Illinois",2309,119,1204,58,1105,98
17173,"Shelby County, Illinois",9796,319,5295,200,4501,251
17175,"Stark County, Illinois",2588,109,1404,80,1184,74
17177,"Stephenson County, Illinois",21099,520,10458,380,10641,304
17179,"Tazewell County, Illinois",63056,1007,33648,641,29408,657
17181,"Union County, Illinois",6973,397,3644,262,3329,277
17183,"Vermilion County, Illinois",32123,516,16441,423,15682,370
17185,"Wabash County, Illinois",5288,257,2901,160,2387,187
17187,"Warren County, Illinois",7923,344,3899,285,4024,199
17189,"Washington County, Illinois",7245,250,4000,129,3245,181
17191,"Wayne County, Illinois",7555,240,4100,171,3455,163
17193,"White County, Illinois",6161,246,3330,180,2831,154
17195,"Whiteside County, Illinois",26132,529,13521,399,12611,363
17197,"Will County, Illinois",321124,2207,171169,1232,149955,1647
17199,"Williamson County, Illinois",28567,626,14640,411,13927,480
17201,"Winnebago County, Illinois",128100,1416,65703,999,62397,982
17203,"Woodford County, Illinois",18474,413,9732,318,8742,288
18001,"Adams County, Indiana",14649,452,8423,253,6226,336
18003,"Allen County, Indiana",164333,1440,86017,1001,78316,974
18005,"Bartholomew County, Indiana",37353,804,20963,434,16390,576
18007,"Benton County, Indiana",3985,155,2205,105,1780,101
18009,"Blackford County, Indiana",5003,268,2544,195,2459,171
18011,"Boone County, Indiana",28967,612,15371,445,13596,436
18013,"Brown County, Indiana",6980,323,3675,227,3305,213
18015,"Carroll County, Indiana",9027,294,4948,186,4079,232
18017,"Cass County, Indiana",16939,476,9110,288,7829,348
18019,"Clark County, Indiana",52900,971,27002,651,25898,723
18021,"Clay County, Indiana",11642,376,6158,282,5484,237
18023,"Clinton County, Indiana",14686,410,7757,283,6929,279
18025,"Crawford County, Indiana",4304,194,2320,149,1984,142
18027,"Daviess County, Indiana",14025,443,7880,316,6145,283
18029,"Dearborn County, Indiana",23777,669,12518,461,11259,452
18031,"Decatur County, Indiana",11869,369,6373,294,5496,276
18033,"DeKalb County, Indiana",18869,533,10345,326,8524,406
18035,"Delaware County, Indiana",49767,1012,24494,781,25273,679
18037,"Dubois County, Indiana",21518,465,11716,343,9802,346
18039,"Elkhart County, Indiana",88938,1222,49615,878,39323,850
18041,"Fayette County, Indiana",9034,389,4648,281,4386,280
18043,"Floyd County, Indiana",35644,639,18156,430,17488,455
18045,"Fountain County, Indiana",7219,232,4020,147,3199,187
18047,"Franklin County, Indiana",10546,334,5646,219,4900,235
18049,"Fulton County, Indiana",8882,350,4807,258,4075,250
18051,"Gibson County, Indiana",15638,376,8429,253,7209,265
18053,"Grant County, Indiana",28366,612,14062,371,14304,489
18055,"Greene County, Indiana",14012,495,7454,344,6558,303
18057,"Hamilton County, Indiana",146884,1663,78352,925,68532,1357
18059,"Hancock County, Indiana",33850,756,17372,488,16478,619
18061,"Harrison County, Indiana",17936,598,9342,411,8594,387
18063,"Hendricks County, Indiana",72948,1254,38146,697,34802,938
18065,"Henry County, Indiana",18940,643,9879,443,9061,396
18067,"Howard County, Indiana",34378,729,17483,456,16895,539
18069,"Huntington County, Indiana",17395,422,9319,270,8076,302
18071,"Jackson County, Indiana",19387,464,10672,330,8715,347
18073,"Jasper County, Indiana",14709,439,8457,295,6252,312
18075,"Jay County, Indiana",9403,289,5046,183,4357,211
18077,"Jefferson County, Indiana",13820,544,7378,355,6442,407
18079,"Jennings County, Indiana",11922,550,6380,380,5542,350
18081,"Johnson County, Indiana",69184,1004,36848,691,32336,754
